PY Sentence Range,Candidate Rank,Match Tier,Match Score,IDF Cosine,Shared Distinct Words,Shared Words,Dd Paragraph Preview,PY Paragraph Preview
s2866-s2867,2,medium,0.1246,0.0995,3,"bun, hamāg, ānōh",32.5: ēk druzaskān xwānīhēd ast pad bun ī ox ī tom kū dēwān kamālāg dwārēd ānōh hamāg tār ud hamāg anāgīh ābād mān,caby_ch57_st17: panǰom kardag bun srōšahlī ī hurust ī pērōzgar ī tagīg ud tēz ud ōzōmand ud škeft abzār ud buland kē az harwisp ardīg az hamāg kārēzār wizārd bē rasēd bē ānōh ō hanǰaman amahraspandān
s3111-s3116,3,medium,0.115,0.0644,4,"bun, hamāg, mān, ēk",32.5: ēk druzaskān xwānīhēd ast pad bun ī ox ī tom kū dēwān kamālāg dwārēd ānōh hamāg tār ud hamāg anāgīh ābād mān,"caby_ch62_st1: ātaxšniyāyišn bun barsom az barsomdān ul dārišn namāz ō ātaxš barišn yasnəmca tā sar az pāy gōwišn yazišn ud niyāyišn pad hubarišnīh ud nēkbarišnīh ud ayārbarišnīh āfrīnēnom ō tō ātaxš ī ohrmazd pus , yazišn āšnāg ud niyāyišn ustōfrīt hubarišnīh tis dād ud nēkbarišnīh ābādānīh..."
s525-s530,4,medium,0.1089,0.0785,3,"bun, hamāg, ox",32.5: ēk druzaskān xwānīhēd ast pad bun ī ox ī tom kū dēwān kamālāg dwārēd ānōh hamāg tār ud hamāg anāgīh ābād mān,"PY 9.0: hōmstawan bun ahlāyīh ābādīh pahlom ast ābādīh =ēw ahlāyīh weh tā gyāg , srišāmrūdīg gōwišn hōm ī ahlawzahag hād zahagīh xwēš ahlaw ast kē ēdōn gōwēd ay ān =iz kasān ahlaw be kunēd šnāyēm pad yazišn ud niyāyišn ud šnāyēnīdārīh ud frāzāfrīgānīh čiyōn ox kāmag čiyōn ohrmazd kāma..."
s1513-s1516,5,medium,0.1069,0.0759,3,"mān, ox, ānōh",32.5: ēk druzaskān xwānīhēd ast pad bun ī ox ī tom kū dēwān kamālāg dwārēd ānōh hamāg tār ud hamāg anāgīh ābād mān,caby_ch30_st9: hāzišn ēdōn =iz amāh kē ī tō hēm kū tō xwēš hēm ā =mān ēn frašgird kunišn andar axwān ohrmazd =iz ān hamāghanǰamanīgīh barišn ud ašawahišt =iz kū =šān hamēšag hanǰaman ī abar tan ī pasēn kunišn kē hassār menišn bawēd kū menišn pad dastwarīh ī ox dārēd ā =š ānōh frazānagīh ast...
s3235-s3246,1,medium,0.1187,0.0881,4,"abēzag, bawēd, nē, ēn",34.2: pāsox ēd kū ēn gētīy hamēšag az āfurrišn tā-iz ō abēzag Fraškerdārīh haguriz abē-mardōm nē būd nē-iz bawēd ud Gannāy Mēnōy ī a-weh ēn rawāg-kāmagīh nē ayābēd,caby_ch65_st12: ēn az ašmāh zayēm nēkīh ēn az zamīg ēn az urwar ēn az amahraspandān ī huxwadāyān kū xwadāyīh pad xūbīh kunēnd ī hudahāgān kū tis pad xūbīh be dahēnd weh nar ī weh mādag kū ān wehīh ī pad narān ud mādagān ast dō pad awēšān =iz ast ī wehīgān dāštār ēn az ahlawān ī wehān frawahr...
s562-s566,2,medium,0.106,0.0887,3,"būd, nē, ēn",34.2: pāsox ēd kū ēn gētīy hamēšag az āfurrišn tā-iz ō abēzag Fraškerdārīh haguriz abē-mardōm nē būd nē-iz bawēd ud Gannāy Mēnōy ī a-weh ēn rawāg-kāmagīh nē ayābēd,caby_ch9_st5: pad ān ī ǰam xwadāyīh ī arwand nē sarmāg būd nē X garmāg nē zarmān būd ud nē margīh ud nē arešk ī dēwāndād hād hamē būd [hēnd] bē az wināh abāz dāšt ēstād hēnd pānzdahsālagārōysišn frāz raft hēnd pid ud pus kadārizēw hād burzōg pad stāyišn ī pusar guft kū pus ēdōn nēk būd ī pi...
s2756-s2761,3,medium,0.105,0.0522,5,"bawēd, hamēšag, mēnōy, nē, ēn",34.2: pāsox ēd kū ēn gētīy hamēšag az āfurrišn tā-iz ō abēzag Fraškerdārīh haguriz abē-mardōm nē būd nē-iz bawēd ud Gannāy Mēnōy ī a-weh ēn rawāg-kāmagīh nē ayābēd,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2904,4,low,0.0983,0.0959,2,"ayābēd, nē",34.2: pāsox ēd kū ēn gētīy hamēšag az āfurrišn tā-iz ō abēzag Fraškerdārīh haguriz abē-mardōm nē būd nē-iz bawēd ud Gannāy Mēnōy ī a-weh ēn rawāg-kāmagīh nē ayābēd,caby_ch57_st41: awēšān harwispīn pasīh ayābēd kē ōy pas hilēd ud nē ōy az pasīh ayābēd kē ōy sneh harw dō frāz rasēd pad wazišn kē weh srōšahlī kē pad ušastar hindūgān gīrēd ud kē =iz pad dōšastar ud nē zanēd ud kē =iz bē zanēd ā =iz rasēd
s1513-s1516,5,low,0.093,0.0713,3,"bawēd, hamēšag, ēn",34.2: pāsox ēd kū ēn gētīy hamēšag az āfurrišn tā-iz ō abēzag Fraškerdārīh haguriz abē-mardōm nē būd nē-iz bawēd ud Gannāy Mēnōy ī a-weh ēn rawāg-kāmagīh nē ayābēd,caby_ch30_st9: hāzišn ēdōn =iz amāh kē ī tō hēm kū tō xwēš hēm ā =mān ēn frašgird kunišn andar axwān ohrmazd =iz ān hamāghanǰamanīgīh barišn ud ašawahišt =iz kū =šān hamēšag hanǰaman ī abar tan ī pasēn kunišn kē hassār menišn bawēd kū menišn pad dastwarīh ī ox dārēd ā =š ānōh frazānagīh ast...
s2153-s2157,1,medium,0.0877,0.0753,4,"dād, dām, nē, rāst",36.4: ōh-iz dādār ī [D7_173] dahišn dād [K35_135r] ān ī mēnōy dām abēzag ud an-āhōgēnīd ud ān-iz ī gētīyīg dām a-marg ud a-zarmān ud a-sōyišn ud a-pōyišn ud a-bēš ud a-dard tā ka čandīd andar tam dušdā Druz kē xrad (nē) rāst wizīngar nē wehīh ī spenāgīg bē ast-škennāg ud margēnāg ud...,caby_ch44_st4: frašn ī frāzgōwišnīh zardušt ān ī az tō pursēm ī rāst ō man gōwē ohrmazd kē dārēd zamīg pad adārišnīh kū =š dāštār =ēw ī gētī nēst abēōftišn ay ēn dānam kū bē nē ōftēd kē āb ud urwar dād az kē ka wād ud abr āyōzēnd tēz ō xwēškārīh kē ohrmazd wahman dām kū wahman dām ī kē
s2877-s2879,2,medium,0.0832,0.0705,4,"dād, dām, nē, tā",36.4: ōh-iz dādār ī [D7_173] dahišn dād [K35_135r] ān ī mēnōy dām abēzag ud an-āhōgēnīd ud ān-iz ī gētīyīg dām a-marg ud a-zarmān ud a-sōyišn ud a-pōyišn ud a-bēš ud a-dard tā ka čandīd andar tam dušdā Druz kē xrad (nē) rāst wizīngar nē wehīh ī spenāgīg bē ast-škennāg ud margēnāg ud...,caby_ch57_st25: kē nē pas xwaš xuft pēš tā mēnōyān dām dād ēbār tā mēnōyān dām dād kē spennāgmēnōy ud kē =z gannāg sālār ī ahlāyīh gēhān kē hamāg rōz ud šab āyōzēd pad kōxšišn abāg māzenīgān dēwān ud ān nē pad tars frāz ānāmēd kū stōw nē bawēd az bīm bē ī dēwān frāz az ān bē čiyōn ān stōw nē...
s2332-s2335,3,medium,0.081,0.0629,5,"dahišn, druz, dām, nē, tā",36.4: ōh-iz dādār ī [D7_173] dahišn dād [K35_135r] ān ī mēnōy dām abēzag ud an-āhōgēnīd ud ān-iz ī gētīyīg dām a-marg ud a-zarmān ud a-sōyišn ud a-pōyišn ud a-bēš ud a-dard tā ka čandīd andar tam dušdā Druz kē xrad (nē) rāst wizīngar nē wehīh ī spenāgīg bē ast-škennāg ud margēnāg ud...,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
s2659-s2663,4,low,0.0786,0.0631,3,"abēzag, rāst, wehīh",36.4: ōh-iz dādār ī [D7_173] dahišn dād [K35_135r] ān ī mēnōy dām abēzag ud an-āhōgēnīd ud ān-iz ī gētīyīg dām a-marg ud a-zarmān ud a-sōyišn ud a-pōyišn ud a-bēš ud a-dard tā ka čandīd andar tam dušdā Druz kē xrad (nē) rāst wizīngar nē wehīh ī spenāgīg bē ast-škennāg ud margēnāg ud...,caby_ch51_st11: frašn ī zardušt frašn ī zardušt kadār ān kē ōy ī spitāmān zardušt mard dōst ohrmazd kē pad ān ī ašmāh ahlāyīh hampursēd ud kē pad spandārmad kū pad rāstīh ud bowandagmenišnīh hampursēd kē X pad ān ī ašmāh wahman frazānag kū frazām ī tis pad frārōnīh dānēd ud pad maγīh rāst kū...
s2069-s2072,5,medium,0.0781,0.0548,4,"mēnōy, nē, wehīh, xrad",36.4: ōh-iz dādār ī [D7_173] dahišn dād [K35_135r] ān ī mēnōy dām abēzag ud an-āhōgēnīd ud ān-iz ī gētīyīg dām a-marg ud a-zarmān ud a-sōyišn ud a-pōyišn ud a-bēš ud a-dard tā ka čandīd andar tam dušdā Druz kē xrad (nē) rāst wizīngar nē wehīh ī spenāgīg bē ast-škennāg ud margēnāg ud...,caby_ch43_st6: frāzgōwišnīh zardušt frāzgōwišnīh zardušt pad tō abzōnīg mēnōy wardišn rasēd az wattarīh ō wehīh pad ān ī ohrmazd xwadāyīh andar ān wahman kē pad ān ī ōy kunišn gēhān ī ahlāyīh frāydahišnīh awēšān kē rad hammōzēd pad bowandagmenišnīh sōšiyans kē ēd ī tō xrad pad =iš nē pad tis...
s3571-s3573,1,low,0.0709,0.0595,2,"druz, xwēš",36.9: u-š az zūrag nigerišn pad Waran zūr-mihōxtagīhā framūd ī-š pad wanīy kerdan ī xwēš pērōzīh [T60_42v] windād šāyist andar drang-iz 9 hazangrōzim ān ī padiš wanīyīhēd xwad Druz,caby_ch72_st5: kē druz az ān pad bēnayišnīh nayēd az ēn gēhān druz ī sāstārīh pad nayišn nayēnd sūdimand druz čiyōn pad nayišn nayēnd sūdimand druz čiyōn ēn zanēnd X pad pāduxšāyīh ōy ī apāduxšāy az harwisp kišwar abar kē haft barsom ō dast ī rāspīg dahišn pad hamēstārīh ud bēbarišnīh ī harw...
s3108,2,low,0.07,0.0582,2,"druz, xwēš",36.9: u-š az zūrag nigerišn pad Waran zūr-mihōxtagīhā framūd ī-š pad wanīy kerdan ī xwēš pērōzīh [T60_42v] windād šāyist andar drang-iz 9 hazangrōzim ān ī padiš wanīyīhēd xwad Druz,caby_ch61_st5: kē druz az ān pad bēnayišnīh nayēd az ēn gēhān druz ī sāstārīh pad nayišn nayēnd sūdōmand druz čiyōn pad nayišn nayēnd sūdōmand druz čiyōn ī pad ēn hīm pad ēn dēn zanēnd pad pāduxšāyīh ōy ī apāduxšā az harwisp kišwar abar kē haft pad bēhamēstārīh ud bēbarišnīh ī harwisp ī ān ī...
s2756-s2761,3,low,0.0577,0.0419,2,"druz, xwēš",36.9: u-š az zūrag nigerišn pad Waran zūr-mihōxtagīhā framūd ī-š pad wanīy kerdan ī xwēš pērōzīh [T60_42v] windād šāyist andar drang-iz 9 hazangrōzim ān ī padiš wanīyīhēd xwad Druz,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s272,1,strong,0.2752,0.2617,6,"būd, dādār, mēnōytom, mēnōyān, ohrmazd, tuwān",36.10: ud ōy ī abartom [K35_135v] rōšnān xwadāyān xwadāytom ud mēnōyān mēnōytom ud wispagān Ohrmazd ī dādār kē-š ō harw čār tuwān ayāftag xwad tuwān būd pad andar nē hištan ōy Druz ō parwast ī rōšnān,caby_ch4_st7: awēšān niwēyēnam ī =m guft dādār ohrmazd ī rāyōmand ī xwarrahōmand mēnōyān mēnōytom kū hamē ka =š kāmēd andar amahraspandān mēnōy tuwān būd pad yazišn ud niyāyišn ud šnāyēnīdārīh ud frāzāfrīgānīh
s1195-s1196,2,strong,0.179,0.1386,6,"būd, dādār, mēnōytom, mēnōyān, ohrmazd, tuwān",36.10: ud ōy ī abartom [K35_135v] rōšnān xwadāyān xwadāytom ud mēnōyān mēnōytom ud wispagān Ohrmazd ī dādār kē-š ō harw čār tuwān ayāftag xwad tuwān būd pad andar nē hištan ōy Druz ō parwast ī rōšnān,caby_ch24_st12: ēn gyāg taštag kē =š hōm ud urwarām andar pad datuš abāz nihišn pad urwēs be nihišn hāwan az kustag ī hōy ō kustag dašn X āwarišn pad rōy frāz nigūn kunišn awēšān niwēyēnam ī =m guft dādār ohrmazd rāyōmand ud xwarrahōmand ī mēnōyān mēnōytom kū hamē ka =š kāmēd andar amahraspan...
s608-s613,3,strong,0.1658,0.1378,5,"būd, mēnōyān, nē, tuwān, xwad",36.10: ud ōy ī abartom [K35_135v] rōšnān xwadāyān xwadāytom ud mēnōyān mēnōytom ud wispagān Ohrmazd ī dādār kē-š ō harw čār tuwān ayāftag xwad tuwān būd pad andar nē hištan ōy Druz ō parwast ī rōšnān,caby_ch9_st15: tō andar zamīg nigān kird hēnd harwisp dēw zardušt kē pēš az ān wīrārōyišn padīd hēnd abar pad ēn zamīg pad dēwkirbīh hād harw ān kē tan mēnōy tuwān būd kirdan ā =š kālbod be škast ān kē nē tuwān būd kirdan xwad be škast kālbod škastan ēd kū az ān frāz pad dēwkirbīh wināh nē t...
s575-s578,4,strong,0.1559,0.1245,5,"būd, druz, nē, ohrmazd, tuwān",36.10: ud ōy ī abartom [K35_135v] rōšnān xwadāyān xwadāytom ud mēnōyān mēnōytom ud wispagān Ohrmazd ī dādār kē-š ō harw čār tuwān ayāftag xwad tuwān būd pad andar nē hištan ōy Druz ō parwast ī rōšnān,caby_ch9_st8: kē =š zad az ī dahāg ī sezefar ī sekamāl ī šašaš ī hazārwizōstār adādag ī pad gōhrag ī wasōz dēw druz ī wattar ō gēhānān zyāngār ud druwand kē =š wasōztom druz frāz kirrēnīd gannāgmēnōy abar ō astōmandān gēhān pad margīh ī ān ahlāyīh gēhān kū =š az druz ī getī ēk ān stahmagtar...
s1545-s1549,5,medium,0.1279,0.1038,4,"druz, ohrmazd, tuwān, ōy",36.10: ud ōy ī abartom [K35_135v] rōšnān xwadāyān xwadāytom ud mēnōyān mēnōytom ud wispagān Ohrmazd ī dādār kē-š ō harw čār tuwān ayāftag xwad tuwān būd pad andar nē hištan ōy Druz ō parwast ī rōšnān,caby_ch31_st4: pahikārišn frāzgōwišnīh ka pad ān dahišn pad tan ī pasēn ašawahišt xwandār hānd ud ohrmazd =iz kū =m wehīh ēdōn bawād ī =m ohrmazd ud ašawahišt tuwān bawād xwand ōy =iz ī tarsagāy spandārmad ā =š xwandār hānd pahlomīh xwāyam wahman mizd hōm ud urwarām kōftan ud hāwan škeftan t...
s2069-s2072,1,strong,0.1245,0.092,6,"abzōnīg, nē, rasēd, wattarīh, xrad, ōy",36.11a: u-š pad xwēš harwist-dānāgīh šnāxt [TD4_240] ān ī ōy Druz wattarīh menišn ud zūr-mihōxtīhā handēšišn ud āgāh būd pad xwēš ud xwēš-āgāhīhā ud ōy Druz ōšīh nē padīrēd [D7_176] ud ān ī spenāgīg framāyišn ān ristīhā dānišn 36.11b/11 čē-š nēst ān ī wehīg gōhr ud ān ī abzōnīg xrad u...,caby_ch43_st6: frāzgōwišnīh zardušt frāzgōwišnīh zardušt pad tō abzōnīg mēnōy wardišn rasēd az wattarīh ō wehīh pad ān ī ohrmazd xwadāyīh andar ān wahman kē pad ān ī ōy kunišn gēhān ī ahlāyīh frāydahišnīh awēšān kē rad hammōzēd pad bowandagmenišnīh sōšiyans kē ēd ī tō xrad pad =iš nē pad tis...
s717-s724,2,medium,0.1062,0.0923,4,"nē, nēst, tā, ōy",36.11a: u-š pad xwēš harwist-dānāgīh šnāxt [TD4_240] ān ī ōy Druz wattarīh menišn ud zūr-mihōxtīhā handēšišn ud āgāh būd pad xwēš ud xwēš-āgāhīhā ud ōy Druz ōšīh nē padīrēd [D7_176] ud ān ī spenāgīg framāyišn ān ristīhā dānišn 36.11b/11 čē-š nēst ān ī wehīg gōhr ud ān ī abzōnīg xrad u...,caby_ch10_st16: pad panǰnīn ham ud pad panǰnīn nē ham pad panǰ kas mehmānīh ast pad panǰ kas nēst pad ōy kē humat ham ud pad ōy kē dušmat nē ham pad ōy kē hūxt ham ud pad ōy kē dušhūxt nē ham ud pad ōy kē huwaršt ham ud pad ōy kē dušhuwaršt nē ham pad ōy kē srōš ham dastwar dārēd ud pad ōy ī...
s2645-s2646,3,medium,0.1058,0.0916,4,"nē, tā, wattarīh, ōy",36.11a: u-š pad xwēš harwist-dānāgīh šnāxt [TD4_240] ān ī ōy Druz wattarīh menišn ud zūr-mihōxtīhā handēšišn ud āgāh būd pad xwēš ud xwēš-āgāhīhā ud ōy Druz ōšīh nē padīrēd [D7_176] ud ān ī spenāgīg framāyišn ān ristīhā dānišn 36.11b/11 čē-š nēst ān ī wehīg gōhr ud ān ī abzōnīg xrad u...,caby_ch51_st6: frāzgōwišnīh zardušt kē wehīh ō ōy ī weh dahēd mizd ud kē =iz ō ōy pad kāmag rādīh dahēd ō ōy ohrmazd pad ān ī ohrmazd xwadāyīh ēdōn ān ī ō ōy ī wadag ī ahlomōγ wattarīh kū az kird ī ōy pādufrāh kunēnd kē ō ōy nē bē dahīhēd tā ō ān ī abdom axwān wardišn kū =š tā tan ī pasēn pā...
s2756-s2761,4,medium,0.1026,0.0868,6,"druz, nē, nēst, wattarīh, xwēš, ōy",36.11a: u-š pad xwēš harwist-dānāgīh šnāxt [TD4_240] ān ī ōy Druz wattarīh menišn ud zūr-mihōxtīhā handēšišn ud āgāh būd pad xwēš ud xwēš-āgāhīhā ud ōy Druz ōšīh nē padīrēd [D7_176] ud ān ī spenāgīg framāyišn ān ristīhā dānišn 36.11b/11 čē-š nēst ān ī wehīg gōhr ud ān ī abzōnīg xrad u...,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2066-s2068,5,low,0.0972,0.0841,3,"abzōnīg, wardēd, ōy",36.11a: u-š pad xwēš harwist-dānāgīh šnāxt [TD4_240] ān ī ōy Druz wattarīh menišn ud zūr-mihōxtīhā handēšišn ud āgāh būd pad xwēš ud xwēš-āgāhīhā ud ōy Druz ōšīh nē padīrēd [D7_176] ud ān ī spenāgīg framāyišn ān ristīhā dānišn 36.11b/11 čē-š nēst ān ī wehīg gōhr ud ān ī abzōnīg xrad u...,caby_ch43_st5: abzōnīg =m ēdōn tō menīd hē ohrmazd ka =m ān ī tō zahag andar axwān dīd fradom ka =t dād ō kunišngarān mizd ud kē =z pad saxwan ud zanišn ī ōy ī zadār u =t dād ān ī weh tarsagāyīh ō ōy ī weh pad ēd ī tō hunar [dām] abdom =iz wardēd
s575-s578,1,low,0.0895,0.0717,3,"druz, dāmān, nē",36.12: ud ham wispīn dādār ka-š andar nē hišt Ahrimen rōšnān ranǰ a-kanārag-zamānīhā estād [D7_177] Druz pad handēmānīh ō wimandīgān pad andar [K35_136r] nē hilišnīh ǰāwēdān- [TD4_241] -ranǰīhā ō dāmān hamēyīg Druz handēmānīh hamēšag-pīmīhā ā-š sahist,caby_ch9_st8: kē =š zad az ī dahāg ī sezefar ī sekamāl ī šašaš ī hazārwizōstār adādag ī pad gōhrag ī wasōz dēw druz ī wattar ō gēhānān zyāngār ud druwand kē =š wasōztom druz frāz kirrēnīd gannāgmēnōy abar ō astōmandān gēhān pad margīh ī ān ahlāyīh gēhān kū =š az druz ī getī ēk ān stahmagtar...
s2199-s2204,2,low,0.0827,0.0786,2,"druz, nē",36.12: ud ham wispīn dādār ka-š andar nē hišt Ahrimen rōšnān ranǰ a-kanārag-zamānīhā estād [D7_177] Druz pad handēmānīh ō wimandīgān pad andar [K35_136r] nē hilišnīh ǰāwēdān- [TD4_241] -ranǰīhā ō dāmān hamēyīg Druz handēmānīh hamēšag-pīmīhā ā-š sahist,caby_ch44_st13: tāštgōwišnīh frašn ī zardušt ān ī az tō pursēm ī rāst ō man gōwē ohrmazd kay druz bē nayēd az ān pad [bē]nayišnīh druz ī sāstārīh awēšān ēdōn kē pad aniyōxšīdārīh pahikārēnd pad akirdhērbedestānīh ud nē ahlāyīh ka =šān nē nigēzēnd abāgēnēnd kū tis ī frārōn ka =šān gōwēnd ā =iz...
s2756-s2761,3,low,0.0653,0.0553,2,"druz, nē",36.12: ud ham wispīn dādār ka-š andar nē hišt Ahrimen rōšnān ranǰ a-kanārag-zamānīhā estād [D7_177] Druz pad handēmānīh ō wimandīgān pad andar [K35_136r] nē hilišnīh ǰāwēdān- [TD4_241] -ranǰīhā ō dāmān hamēyīg Druz handēmānīh hamēšag-pīmīhā ā-š sahist,caby_ch53_st6: frāzgōwišnīh ī zardušt frāzgōwišnīh zardušt ēdōn čiyōn pad ān harw dō tis ī gētī ud mēnōy āškārag mard ud zan pad wehīh ēdōn ǰeh ud mar pad wattarīh druz az ān bahr kū =š nīrmad az ōy kē =š hamēšag pāsbānīh pad frāydahišnīh kū =š xwēš tan ēdōn tuwān dāštan ka pad abārōnīh hanb...
s2332-s2335,4,low,0.0626,0.0517,2,"druz, nē",36.12: ud ham wispīn dādār ka-š andar nē hišt Ahrimen rōšnān ranǰ a-kanārag-zamānīhā estād [D7_177] Druz pad handēmānīh ō wimandīgān pad andar [K35_136r] nē hilišnīh ǰāwēdān- [TD4_241] -ranǰīhā ō dāmān hamēyīg Druz handēmānīh hamēšag-pīmīhā ā-š sahist,caby_ch46_st6: frāzgōwišnīh zardušt passoxgōwišnīh ohrmazd kē ān ī mad ēstēd nē ō mard kē pad xwāyišn āyēd kū pad kār ud kirbag āyēd dahēd druz ī ān dām kū dāmīh ī druz kunēd ā =š āsamīhēd kū =š bīm wimāyīhēd u =š zanīhēd čē ān ī druwand kē ō druwandān pahlomīh ud ān ahlaw kē ō ahlawān franā...
